timestamp,real_height_m,test_type,planned_offset_x_cm,planned_offset_y_cm,samples,avg_marker_width_px,stdev_marker_width_px,avg_marker_height_px,stdev_marker_height_px,avg_marker_area_px2,stdev_marker_area_px2,avg_confidence_percent,stdev_confidence_percent,avg_fps,avg_processing_time_ms,first_accepted_sample_elapsed_s,last_accepted_sample_elapsed_s
2026-07-12T18:12:27,1.75,center,0.0,0.0,30,156.0232047,162.2511081,169.3799692,196.2256726,56499.03009,129308.9657,91.17060185,7.996616081,19.81678893,9.297636,2.1972811222076416,8.406087160110474
