timestamp,real_height_m,test_type,planned_offset_x_cm,planned_offset_y_cm,samples,avg_marker_width_px,stdev_marker_width_px,avg_marker_height_px,stdev_marker_height_px,avg_marker_area_px2,stdev_marker_area_px2,avg_confidence_percent,stdev_confidence_percent,avg_fps,avg_processing_time_ms,first_accepted_sample_elapsed_s,last_accepted_sample_elapsed_s
2026-07-12T19:50:24,0.25,center,0.0,0.0,1,723.2656860351562,0.0,771.8231811523438,0.0,558233.2385271598,0.0,90.75868055555556,0.0,19.83038748331891,5.035255000620964,21.615535497665405,21.615535497665405
2026-07-12T19:53:09,0.25,center,0.0,0.0,2,718.9999389648438,8.631674575031098e-05,759.9999389648438,12.728008378103606,546439.9102783278,9151.502847722015,92.58333333333333,3.066584617020817,19.85674989164299,5.042644999775803,33.81894659996033,34.02156400680542
2026-07-12T20:12:11,0.25,center,0.0,0.0,3,718.9999593098959,7.047732778193673e-05,770.3332722981771,13.316761654460018,553869.5920613682,9574.804689688195,90.06597222222223,0.04668170020746315,19.80792282115082,5.180006999997507,5.628060579299927,35.676573514938354
2026-07-12T20:17:35,0.25,center,0.0,0.0,30,718.9999959309896,2.228688791931828e-05,826.8666625976563,0.7303190302281408,594517.1270589198,525.1177248400703,86.14866898148148,0.08556523284288715,19.83605261927045,5.264560599997973,40.52750301361084,52.22531723976135
2026-07-12T20:18:04,0.25,center,0.0,0.0,30,719.0531840006511,0.2913238248022288,824.3015889485677,8.781185380452428,592714.381218131,6102.567773352514,86.77280092592592,0.6861821002366283,18.10819934848578,5.0466981333367285,0.25342440605163574,24.8630268573761
2026-07-12T20:18:34,0.5,center,0.0,0.0,30,719.0,0.0,826.0,0.0,593894.0,0.0,87.37980324074074,0.009743188315001608,18.059705813567206,4.803376866652798,0.28258657455444336,11.983279943466187
2026-07-12T20:19:02,0.5,center,0.0,0.0,30,322.02138468424477,35.844617453020184,327.1712219238281,37.46386091604129,106651.8406503885,29251.643576711973,93.00630787037036,1.1524028772399366,19.358350256467205,5.157897799999016,3.91377592086792,9.916406869888306
2026-07-12T20:19:20,0.75,center,0.0,0.0,30,223.13942591349283,13.643934293884254,225.17742767333985,14.019181243467262,50427.595864082155,6997.25864796452,94.96944444444445,1.5839857897300829,19.28548409391336,4.932184500000858,1.5444848537445068,7.6979498863220215
2026-07-12T20:19:52,1.0,center,0.0,0.0,30,154.03115997314453,21.728106286429963,154.2303497314453,20.952609061855235,24196.137147616162,8897.990450218056,95.13217592592592,1.0866546115989117,19.828683612563008,6.031443100001373,2.1995558738708496,8.507412672042847
2026-07-12T20:20:17,1.25,center,0.0,0.0,30,139.09043896993,57.037259540091014,139.12916323343913,58.01277491233811,22549.882528063095,28913.553075068598,94.2824074074074,1.0152948993355169,19.340297509297052,5.531379233336035,1.743459939956665,7.697180271148682
2026-07-12T20:20:38,1.5,center,0.0,0.0,30,111.90872344970703,66.00309955147674,111.43455225626627,67.20403783949008,16757.98553457562,37535.47657118717,95.53940972222222,1.2871688245490538,19.584023849284968,5.292325499992027,1.9971623420715332,8.805696964263916
2026-07-12T20:21:01,1.75,center,0.0,0.0,30,92.68934834798178,26.22993934615811,91.75991503397624,25.382039407794807,9148.44183851583,8129.647114673809,94.8390625,1.1754297803240397,19.815803277679315,7.475044799991792,2.0478568077087402,8.85957956314087
2026-07-12T20:21:26,2.0,center,0.0,0.0,30,81.5542059580485,19.32528921489056,81.1649663289388,18.5192360998379,6964.950734116207,4507.7172852219455,93.4896412037037,1.4956252447875884,19.820091409226738,6.670366833323745,2.047401189804077,8.65707015991211
2026-07-12T20:25:00,0.75,center,0.0,0.0,30,230.44160054524738,29.22977299777962,231.6706921895345,29.609617177404967,54223.003428153505,15300.780384033931,93.6494212962963,1.3693405444269524,19.823566754373665,5.846732433330241,2.9074623584747314,8.909591674804688
2026-07-12T20:26:57,1.5,center,0.0,0.0,30,107.83380648295085,18.77074967651442,106.95026003519693,18.39357365486493,11866.213039401857,5752.043678630089,94.4754050925926,1.186745404681527,19.829481416172847,6.152433199978684,2.7054758071899414,10.069797992706299
2026-07-12T20:27:17,1.0,center,0.0,0.0,30,166.08364715576172,34.776311474886704,165.83702901204427,32.82937248623765,28646.30003268024,16440.643373014504,94.10393518518518,1.3208243198439371,19.82708653370657,5.8498785000134985,2.551678419113159,8.805313348770142
2026-07-12T20:27:39,2.0,center,0.0,0.0,30,89.9222178141276,39.81331877955492,89.317041015625,38.33507877773423,9506.140453303853,12635.495617404866,92.3546875,0.8318562237647501,19.82553341040618,5.649732433350134,2.9074816703796387,9.764843702316284
2026-07-12T20:29:07,1.25,center,0.0,0.0,30,135.2686548868815,27.327972793760463,135.01743723551434,26.719616675653263,18969.279694474302,10971.311042272915,94.47407407407407,0.7245963968416846,19.81416006842013,6.555669600000631,2.7557270526885986,9.062551975250244
2026-07-12T20:29:27,1.75,center,0.0,0.0,30,100.29916127522786,52.16492991064498,100.10515848795573,52.89480844970519,12707.443655805258,24223.852043986928,93.71087962962963,1.4532750670751693,19.82100027648087,6.925281099991783,2.4022738933563232,9.161917924880981
