timestamp,real_height_m,test_type,planned_offset_x_cm,planned_offset_y_cm,reference,confidence_percent,marker_width_px,marker_height_px,marker_area_px2,offset_x_px,offset_y_px,processing_time_ms,fps,elapsed_s
2026-07-12T18:12:21,1.75,center,0.0,0.0,original,74.57465277777777,689.9998168945312,718.9998779296875,496109.7841186747,293,-1,4.04850599989004,19.84818888446924,2.1972811222076416
2026-07-12T18:12:21,1.75,center,0.0,0.0,original,88.30902777777779,403.0386657714844,399.2471618652344,160912.04381871782,259,67,4.3758599999819126,19.84818888446924,2.3993425369262695
2026-07-12T18:12:21,1.75,center,0.0,0.0,original,74.96701388888889,226.24879455566406,224.80023193359375,50860.78262579348,305,42,7.539875000020402,19.84818888446924,2.605602502822876
2026-07-12T18:12:21,1.75,center,0.0,0.0,original,73.90798611111111,171.2388458251953,159.8748016357422,27376.77795805037,413,31,12.795634000212885,19.84818888446924,2.812288761138916
2026-07-12T18:12:21,1.75,center,0.0,0.0,E,74.40451388888889,617.0,719.0,443623.0,330,-1,6.3951960000849795,19.799374580717878,3.0576462745666504
2026-07-12T18:12:22,1.75,center,0.0,0.0,E,73.66145833333333,455.0,719.0,327145.0,411,-1,6.1658049999095965,19.799374580717878,3.2590858936309814
2026-07-12T18:12:22,1.75,center,0.0,0.0,original,85.29513888888889,92.25594711303711,93.88556671142578,8661.502334594727,69,111,10.516240000015387,19.799374580717878,3.566782236099243
2026-07-12T18:12:22,1.75,center,0.0,0.0,original,94.79340277777779,90.7122802734375,92.7086410522461,8409.812849320471,46,142,10.770446000151424,19.799374580717878,3.818847894668579
2026-07-12T18:12:22,1.75,center,0.0,0.0,original,94.12326388888889,88.94147491455078,89.15840148925781,7929.879406020045,50,143,9.514358999695105,19.799374580717878,4.019543886184692
2026-07-12T18:12:23,1.75,center,0.0,0.0,original,92.52604166666667,88.02433013916016,88.49411010742188,7789.634672705084,49,163,9.068594999916968,19.778021670455022,4.220367193222046
2026-07-12T18:12:23,1.75,center,0.0,0.0,original,95.08333333333333,88.47405242919922,90.046875,7966.812388148159,59,178,8.9635009999256,19.778021670455022,4.421316146850586
2026-07-12T18:12:23,1.75,center,0.0,0.0,original,94.84375,87.9401626586914,89.38835144042969,7860.826321799308,69,165,11.233692000132578,19.778021670455022,4.626397371292114
2026-07-12T18:12:23,1.75,center,0.0,0.0,original,95.07638888888889,87.8300895690918,88.74223327636719,7794.238687824458,75,156,12.234387000262359,19.778021670455022,4.829125642776489
2026-07-12T18:12:23,1.75,center,0.0,0.0,original,95.40798611111111,87.50862884521484,88.40015411376953,7735.776557888836,74,146,10.22760699970604,19.805445484260616,5.078696250915527
2026-07-12T18:12:24,1.75,center,0.0,0.0,original,95.47395833333333,87.66596984863281,88.70365905761719,7776.291994892061,72,147,8.631164000235003,19.805445484260616,5.328006744384766
2026-07-12T18:12:24,1.75,center,0.0,0.0,original,95.52951388888889,88.14181137084961,88.86295318603516,7832.541539400816,74,151,9.418745999937528,19.805445484260616,5.531652212142944
2026-07-12T18:12:24,1.75,center,0.0,0.0,original,94.95833333333333,88.22260284423828,89.0591812133789,7857.031998358667,80,148,9.854953999820282,19.805445484260616,5.733893156051636
2026-07-12T18:12:24,1.75,center,0.0,0.0,original,95.109375,87.99559783935547,88.80416107177734,7814.37487475574,80,142,10.327607999897737,19.805445484260616,5.934982776641846
2026-07-12T18:12:25,1.75,center,0.0,0.0,original,95.62673611111111,87.86382293701172,88.81737899780273,7803.834441445768,73,139,8.907722999992984,19.84621964201961,6.1352434158325195
2026-07-12T18:12:25,1.75,center,0.0,0.0,original,95.35590277777779,88.01455307006836,88.759521484375,7812.129756450653,72,136,9.735195000303065,19.84621964201961,6.3377368450164795
2026-07-12T18:12:25,1.75,center,0.0,0.0,original,95.359375,87.87886428833008,88.77483367919922,7801.43160713464,72,135,8.986389999790845,19.84621964201961,6.538870811462402
2026-07-12T18:12:25,1.75,center,0.0,0.0,original,95.39236111111111,88.08081817626953,88.62599182128906,7806.249881681055,73,133,9.633305000079417,19.84621964201961,6.741554260253906
2026-07-12T18:12:25,1.75,center,0.0,0.0,original,95.828125,87.7696304321289,88.61296844482422,7777.527672208846,69,133,9.381931000007171,19.84621964201961,6.943815469741821
2026-07-12T18:12:26,1.75,center,0.0,0.0,original,95.90625,87.84436798095703,88.57933044433594,7781.195408932865,69,133,9.509487999821431,19.816223589414133,7.144636154174805
2026-07-12T18:12:26,1.75,center,0.0,0.0,original,95.30034722222223,87.72676086425781,88.7263412475586,7783.674699604511,67,132,9.87721399997099,19.816223589414133,7.347076892852783
2026-07-12T18:12:26,1.75,center,0.0,0.0,original,95.86805555555556,87.83226013183594,88.49870300292969,7773.041413616389,69,133,9.785027999896556,19.816223589414133,7.549073696136475
2026-07-12T18:12:26,1.75,center,0.0,0.0,original,95.20486111111111,87.84294891357422,88.66316223144531,7788.433957614005,67,131,10.59277700005623,19.816223589414133,7.750744342803955
2026-07-12T18:12:26,1.75,center,0.0,0.0,original,95.76388888888889,87.74605560302734,88.63953399658203,7777.768829483539,62,132,9.57272899995587,19.816223589414133,7.952557802200317
2026-07-12T18:12:27,1.75,center,0.0,0.0,original,95.71701388888889,87.94539642333984,88.79132080078125,7808.788281515241,63,132,10.985836000145355,19.831254526540068,8.155386686325073
2026-07-12T18:12:27,1.75,center,0.0,0.0,original,95.75,87.91159057617188,88.73362731933594,7800.714725866914,61,134,9.879289000309655,19.831254526540068,8.406087160110474
