timestamp,real_height_m,test_type,planned_offset_x_cm,planned_offset_y_cm,samples,avg_marker_width_px,stdev_marker_width_px,avg_marker_height_px,stdev_marker_height_px,avg_marker_area_px2,stdev_marker_area_px2,avg_confidence_percent,stdev_confidence_percent,avg_fps,avg_processing_time_ms,first_accepted_sample_elapsed_s,last_accepted_sample_elapsed_s
2026-07-12T14:22:22,1.25,center,0.0,0.0,30,160.32391649881998,115.74951806343338,158.86679611206054,101.84561310451146,36846.221849605565,84473.24578287403,94.41950231481482,2.1907371331699474,19.831018645369497,4.699510566600414,2.14795184135437,8.047269582748413
2026-07-12T14:22:43,1.5,center,0.0,0.0,30,468.078914642334,67.04127833423938,683.6778600056966,117.98788670168626,325285.887310891,68626.99806624185,82.86770833333334,2.3423587647500113,19.83130212064645,6.622105966774446,2.3477675914764404,8.302729368209839
2026-07-12T14:23:06,1.75,center,0.0,0.0,30,169.23879407246906,163.15933127068567,197.3933987935384,224.0244701244216,68351.393393585,132233.66877816163,91.34722222222223,7.394548465774739,19.815171244468065,7.884212200012068,2.3993895053863525,8.45474648475647
2026-07-12T14:23:32,2.0,center,0.0,0.0,30,125.01899426778158,127.93881738779683,141.97942504882812,176.8384291621916,38722.88850771434,94297.5700577167,92.80063657407408,3.9413099643909177,19.581248787068446,8.55045809994408,1.9948053359985352,7.898652791976929
2026-07-12T14:30:02,1.5,center,0.0,0.0,30,212.38105379740398,163.28260100570347,270.6471061706543,261.48864658799107,97923.32511161627,141315.2621582368,90.29415509259259,6.52758984523748,19.821185462123466,7.534414900025392,2.397996664047241,8.401453495025635
2026-07-12T14:34:09,1.5,center,0.0,0.0,50,579.6742858886719,128.6520881444166,673.7641317749024,145.73331891942183,407031.278049005,117082.13603528195,77.53072916666667,5.207755958761667,19.82692481698984,7.375876819987752,2.5988388061523438,12.841346502304077
2026-07-12T14:34:31,1.5,center,0.0,0.0,50,283.4672583770752,201.7738312199435,364.3101309967041,297.4504068339164,161571.77913532764,176755.4730958345,87.73052083333333,9.362118610142277,19.8207382362205,7.322401420133247,2.2978711128234863,12.386830806732178
2026-07-12T14:41:53,1.5,center,0.0,0.0,50,507.6754498291016,83.07598739957277,691.974235534668,111.09889549811494,358653.56143481,79967.65116646054,77.6490625,2.934013710443069,19.824950935004498,7.417572179983836,2.599463701248169,12.890733003616333
2026-07-12T14:42:18,1.5,center,0.0,0.0,50,478.0882795715332,150.91833391084518,638.2324630737305,202.87352877113312,333627.19885014417,132156.75388249857,77.84621527777779,6.54041104657899,19.825522883396655,7.681824900046195,2.806598663330078,13.242717742919922
2026-07-12T14:42:46,1.5,center,0.0,0.0,50,464.3283810424805,137.6155374455805,631.9248010253906,206.21798791560173,320692.0804075188,126759.97321894704,80.59788194444444,3.8635590599629537,19.238196011868045,6.902153659921169,1.292450189590454,11.32638144493103
2026-07-12T14:43:01,1.5,center,0.0,0.0,50,587.2999816894531,32.34081139836762,718.9999877929688,3.6992891035847564e-05,422268.6795056175,23253.04022140065,78.61489583333334,1.6118125382855952,17.7449088270476,7.989355239988072,0.2547757625579834,10.54456114768982
2026-07-12T14:43:37,1.5,center,0.0,0.0,50,493.669190826416,100.41872988301606,689.2083149719239,128.19611022893554,347563.17207980924,84522.2193385663,75.42447916666667,2.71459708166955,18.934062369642742,7.868241140004102,1.3414371013641357,12.790022611618042
2026-07-12T14:43:59,1.5,center,0.0,0.0,50,405.1273252105713,301.1045519453977,409.48375968933107,300.884398023197,253653.11594977535,252284.5655302917,82.23628472222222,7.546972764275009,17.400199664586253,7.690290400041704,0.2825295925140381,11.05472207069397
2026-07-12T14:44:16,1.5,center,0.0,0.0,50,539.1550244140625,65.5649308851622,707.3625170898438,82.28923704486981,386107.53823626233,57121.87509430801,77.63579861111111,1.0173027809667656,17.739018333087323,7.157945900016784,0.25682830810546875,10.645583391189575
2026-07-12T14:45:05,1.5,center,0.0,0.0,100,150.40145240783693,144.72795398560808,165.4972287750244,185.44033730493248,51178.663088442496,122965.94375097698,93.23914930555556,6.513359746185854,18.66838010150146,7.743428950034286,0.28257131576538086,20.75110411643982
2026-07-12T14:45:24,1.5,center,0.0,0.0,50,216.59919654846192,186.28164223031774,275.61309020996094,279.30796623056506,110436.01209484033,162355.80435652233,89.67784722222223,9.791222031957316,17.70158863198128,7.219395420015644,0.28683948516845703,10.371512413024902
2026-07-12T16:18:43,1.5,center,0.0,0.0,30,461.0607172648112,136.23067419945517,656.2780848185222,191.07480819795464,325686.6137452508,114041.5936459628,79.68715277777778,4.786635428460095,18.27461368765465,7.200997633481165,2.834470272064209,9.206454515457153
2026-07-12T17:18:58,1.5,center,0.0,0.0,30,179.94640057881674,147.6499198490703,230.8639231999715,249.47509995888618,76909.666678696,132587.61925977725,90.21400462962963,7.993012813650307,17.34606862679673,7.926008666669304,2.2138335704803467,8.853984355926514
